Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,growth condition,sample name,strain,Experimental Factor: genotype,Experimental Factor: compound,Experimental Factor: dose,Experimental Factor: environmental stress
ERR2382640,4000000,5.4e+08,135,289,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674576,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:01:32Z,2018-03-09T09:52:46Z,public,"E-MTAB-6576:31-tRNA-seq, 0.1mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:31-tRNA-seq, 0.1mM H2O2",BY4741,wild type genotype,hydrogen peroxide,0.1,none
ERR2382641,4000000,5.4e+08,135,282,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674577,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:01:32Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:32-Ribo-tRNA-seq, 0.1mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:32-Ribo-tRNA-seq, 0.1mM H2O2",BY4741,wild type genotype,hydrogen peroxide,0.1,none
ERR2382642,4000000,5.4e+08,135,290,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674578,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:01:44Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:33-mRNA-seq, 0.1mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:33-mRNA-seq, 0.1mM H2O2",BY4741,wild type genotype,hydrogen peroxide,0.1,none
ERR2382643,4000000,5.4e+08,135,289,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674579,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:01:45Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:34-Ribo-mRNA-seq, 0.1mM H2O2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:34-Ribo-mRNA-seq, 0.1mM H2O2",BY4741,wild type genotype,hydrogen peroxide,0.1,none
ERR2382644,1752655,236608425,135,120,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674580,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:01:45Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:111-tRNA-seq, 0.5mM H2O2 rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:111-tRNA-seq, 0.5mM H2O2 rep2",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382645,7751403,1039335678,134,645,ERX2430891,"140-Ribo-tRNA-seq, control for 142, 144, 146_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276058,SAMEA104674675,simple,4932,Saccharomyces cerevisiae,SAMEA104674675,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","140-Ribo-tRNA-seq, control for 142, 144, 146",2018-03-19,2018-03-09,SAMEA104674581,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:112-Ribo-tRNA-seq, 0.5mM H2O2 rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:112-Ribo-tRNA-seq, 0.5mM H2O2 rep2",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382646,682487,91519879,134,59,ERX2430892,"147-tRNA-seq, control for 149_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276059,SAMEA104674676,simple,4932,Saccharomyces cerevisiae,SAMEA104674676,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","147-tRNA-seq, control for 149",2018-03-19,2018-03-09,SAMEA104674582,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:123-tRNA-seq, 0.5mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:123-tRNA-seq, 0.5mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382647,7177943,962643073,134,621,ERX2430893,"148-Ribo-tRNA-seq, control for 150_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276060,SAMEA104674677,simple,4932,Saccharomyces cerevisiae,SAMEA104674677,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","148-Ribo-tRNA-seq, control for 150",2018-03-19,2018-03-09,SAMEA104674583,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:124-Ribo-tRNA-seq, 0.5mM H2O2 rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:124-Ribo-tRNA-seq, 0.5mM H2O2 rep3",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382648,800056,107269245,134,69,ERX2430894,"151-tRNA-seq, control for 155_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276061,SAMEA104674678,simple,4932,Saccharomyces cerevisiae,SAMEA104674678,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","151-tRNA-seq, control for 155",2018-03-19,2018-03-09,SAMEA104674584,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:35-tRNA-seq, 0.5mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:35-tRNA-seq, 0.5mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382649,2147072,287901922,134,191,ERX2430895,"152-Ribo-tRNA-seq, control for 156_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276062,SAMEA104674679,simple,4932,Saccharomyces cerevisiae,SAMEA104674679,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","152-Ribo-tRNA-seq, control for 156",2018-03-19,2018-03-09,SAMEA104674585,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:36-Ribo-tRNA-seq, 0.5mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:36-Ribo-tRNA-seq, 0.5mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382650,5195749,696636257,134,459,ERX2430896,"153-mRNA-seq, control for 157_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276063,SAMEA104674680,simple,4932,Saccharomyces cerevisiae,SAMEA104674680,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","153-mRNA-seq, control for 157",2018-03-19,2018-03-09,SAMEA104674586,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:37-mRNA-seq, 0.5mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:37-mRNA-seq, 0.5mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382651,7368004,987857003,134,640,ERX2430897,"154-Ribo-mRNA-seq, control for 158_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276064,SAMEA104674681,simple,4932,Saccharomyces cerevisiae,SAMEA104674681,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","154-Ribo-mRNA-seq, control for 158",2018-03-19,2018-03-09,SAMEA104674587,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:38-Ribo-mRNA-seq, 0.5mM H2O2 rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:38-Ribo-mRNA-seq, 0.5mM H2O2 rep1",BY4741,wild type genotype,hydrogen peroxide,0.5,none
ERR2382652,1802037,243274995,135,121,ERX2430898,"19-tRNA-seq, control for 23_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276065,SAMEA104674682,simple,4932,Saccharomyces cerevisiae,SAMEA104674682,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","19-tRNA-seq, control for 23",2018-03-19,2018-03-09,SAMEA104674588,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:100-Ribo-tRNA-seq, 0C cold rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:100-Ribo-tRNA-seq, 0C cold rep2",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382653,559584,83739402,149,59,ERX2430899,"2-Ribo-tRNA-seq, control for 4,6_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276066,SAMEA104674683,simple,4932,Saccharomyces cerevisiae,SAMEA104674683,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","2-Ribo-tRNA-seq, control for 4,6",2018-03-19,2018-03-09,SAMEA104674589,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:119-tRNA-seq, 0C cold rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:119-tRNA-seq, 0C cold rep3",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382654,4000000,5.4e+08,135,222,ERX2430900,"20-Ribo-tRNA-seq, control for 24, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276067,SAMEA104674684,simple,4932,Saccharomyces cerevisiae,SAMEA104674684,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","20-Ribo-tRNA-seq, control for 24, 3 files",2018-03-19,2018-03-09,SAMEA104674590,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:120-Ribo-tRNA-seq, 0C cold rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:120-Ribo-tRNA-seq, 0C cold rep3",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382655,4000000,5.4e+08,135,229,ERX2430900,"20-Ribo-tRNA-seq, control for 24, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276067,SAMEA104674684,simple,4932,Saccharomyces cerevisiae,SAMEA104674684,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","20-Ribo-tRNA-seq, control for 24, 3 files",2018-03-19,2018-03-09,SAMEA104674591,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:49-tRNA-seq, 0C cold rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:49-tRNA-seq, 0C cold rep1",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382656,1319117,178080795,135,75,ERX2430900,"20-Ribo-tRNA-seq, control for 24, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276067,SAMEA104674684,simple,4932,Saccharomyces cerevisiae,SAMEA104674684,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","20-Ribo-tRNA-seq, control for 24, 3 files",2018-03-19,2018-03-09,SAMEA104674592,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:50-Ribo-tRNA-seq, 0C cold rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:50-Ribo-tRNA-seq, 0C cold rep1",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382657,4000000,5.4e+08,135,296,ERX2430901,"21-mRNA-seq, control for 25, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276068,SAMEA104674685,simple,4932,Saccharomyces cerevisiae,SAMEA104674685,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","21-mRNA-seq, control for 25, 3 files",2018-03-19,2018-03-09,SAMEA104674593,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:51-mRNA-seq, 0C cold rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:51-mRNA-seq, 0C cold rep1",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382658,4000000,5.4e+08,135,299,ERX2430901,"21-mRNA-seq, control for 25, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276068,SAMEA104674685,simple,4932,Saccharomyces cerevisiae,SAMEA104674685,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","21-mRNA-seq, control for 25, 3 files",2018-03-19,2018-03-09,SAMEA104674594,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:52-Ribo-mRNA-seq, 0C cold rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:52-Ribo-mRNA-seq, 0C cold rep1",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382659,1369665,184904775,135,100,ERX2430901,"21-mRNA-seq, control for 25, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276068,SAMEA104674685,simple,4932,Saccharomyces cerevisiae,SAMEA104674685,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","21-mRNA-seq, control for 25, 3 files",2018-03-19,2018-03-09,SAMEA104674595,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:99-tRNA-seq, 0C cold rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:99-tRNA-seq, 0C cold rep2",BY4741,wild type genotype,none,,cold shock at 0 degrees celsius
ERR2382660,4000000,5.4e+08,135,294,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674596,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:103-tRNA-seq, 1M sorbitol rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:103-tRNA-seq, 1M sorbitol rep2",BY4741,wild type genotype,sorbitol,1,none
ERR2382661,4000000,5.4e+08,135,274,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674597,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:104-Ribo-tRNA-seq, 1M sorbitol rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:104-Ribo-tRNA-seq, 1M sorbitol rep2",BY4741,wild type genotype,sorbitol,1,none
ERR2382662,4000000,5.4e+08,135,288,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674598,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:113-tRNA-seq, 1M sorbitol rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:113-tRNA-seq, 1M sorbitol rep3",BY4741,wild type genotype,sorbitol,1,none
ERR2382663,4000000,5.4e+08,135,274,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674599,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:114-Ribo-tRNA-seq, 1M sorbitol rep3",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:114-Ribo-tRNA-seq, 1M sorbitol rep3",BY4741,wild type genotype,sorbitol,1,none
ERR2382664,4000000,5.4e+08,135,290,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674600,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:59-mRNA-seq, 1M sorbitol rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:59-mRNA-seq, 1M sorbitol rep1",BY4741,wild type genotype,sorbitol,1,none
ERR2382665,4000000,5.4e+08,135,282,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674601,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:60-Ribo-mRNA-seq, 1M sorbitol rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:60-Ribo-mRNA-seq, 1M sorbitol rep1",BY4741,wild type genotype,sorbitol,1,none
ERR2382666,4000000,5.4e+08,135,295,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674602,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:67-tRNA-seq, 1M sorbitol rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:67-tRNA-seq, 1M sorbitol rep1",BY4741,wild type genotype,sorbitol,1,none
ERR2382667,2801608,378217080,135,195,ERX2430902,"22-Ribo-mRNA-seq, control for 26, 8 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276069,SAMEA104674686,simple,4932,Saccharomyces cerevisiae,SAMEA104674686,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","22-Ribo-mRNA-seq, control for 26, 8 files",2018-03-19,2018-03-09,SAMEA104674603,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:68-Ribo-tRNA-seq, 1M sorbitol rep1",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:68-Ribo-tRNA-seq, 1M sorbitol rep1",BY4741,wild type genotype,sorbitol,1,none
ERR2382668,4000000,5.44e+08,136,223,ERX2430903,"27-tRNA-seq, 0mM H2O2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276070,SAMEA104674687,simple,4932,Saccharomyces cerevisiae,SAMEA104674687,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","27-tRNA-seq, 0mM H2O2",2018-03-19,2018-03-09,SAMEA104674604,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:15-tRNA-seq, 2mM H2O2 rep2",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:15-tRNA-seq, 2mM H2O2 rep2",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382669,917774,124817264,136,51,ERX2430903,"27-tRNA-seq, 0mM H2O2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276070,SAMEA104674687,simple,4932,Saccharomyces cerevisiae,SAMEA104674687,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","27-tRNA-seq, 0mM H2O2",2018-03-19,2018-03-09,SAMEA104674605,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:16-Ribo-tRNA-seq, 2mM H2O2 rep2, 3 files",BY4741,wild type genotype,hydrogen peroxide,2,none
ERR2382670,4000000,5.44e+08,136,219,ERX2430904,"28-Ribo-tRNA-seq, 0mM H2O2_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276071,SAMEA104674688,simple,4932,Saccharomyces cerevisiae,SAMEA104674688,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","28-Ribo-tRNA-seq, 0mM H2O2",2018-03-19,2018-03-09,SAMEA104674606,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:47Z,public,"E-MTAB-6576:17-mRNA-seq, 2mM H2O2 rep2, 3 files",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:17-mRNA-seq, 2mM H2O2 rep2, 3 files",BY4741,wild type genotype,hydrogen peroxide,2,none
