Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,feeding,genotype,GEO Accession
SRR2535567,9645126,482256300,50,305,SRX1295266,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094272,SAMN04121965,simple,10090,Mus musculus,GSM1897891,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897904
SRR2535568,9466822,482807922,51,304,SRX1295266,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094272,SAMN04121965,simple,10090,Mus musculus,GSM1897891,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897905
SRR2535569,9587377,479368850,50,301,SRX1295266,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094272,SAMN04121965,simple,10090,Mus musculus,GSM1897891,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897906
SRR2535570,9436762,481274862,51,303,SRX1295266,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094272,SAMN04121965,simple,10090,Mus musculus,GSM1897891,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_C_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897907
SRR2535571,9112576,455628800,50,289,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897908
SRR2535572,8861384,451930584,51,287,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897909
SRR2535573,9133443,456672150,50,289,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897910
SRR2535574,8791761,448379811,51,284,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897911
SRR2535575,9058029,452901450,50,288,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897912
SRR2535576,8901008,453951408,51,288,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897913
SRR2535577,9010414,450520700,50,285,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897914
SRR2535578,8864937,452111787,51,287,SRX1295267,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094271,SAMN04121966,simple,10090,Mus musculus,GSM1897892,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_D_RFP,Liver Total RNA,SV/129,Liver,10-14 weeks,Night restricted,Wild type,GSM1897915
SRR2535579,9302281,465114050,50,294,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897916
SRR2535580,9022450,460144950,51,291,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897917
SRR2535581,9320846,466042300,50,294,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897918
SRR2535582,8922188,455031588,51,287,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897919
SRR2535583,9243585,462179250,50,293,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897920
SRR2535584,9051371,461619921,51,292,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897921
SRR2535585,9187542,459377100,50,290,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897922
SRR2535586,8997870,458891370,51,290,SRX1295268,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094270,SAMN04121967,simple,10090,Mus musculus,GSM1897893,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897923
SRR2535587,8604247,430212350,50,274,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897924
SRR2535588,8375335,427142085,51,272,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897925
SRR2535589,8623422,431171100,50,274,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897926
SRR2535590,8260033,421261683,51,268,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897927
SRR2535591,8500921,425046050,50,272,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897928
SRR2535592,8383798,427573698,51,273,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897929
SRR2535593,8494722,424736100,50,270,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897930
SRR2535594,8346638,425678538,51,271,SRX1295269,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094269,SAMN04121968,simple,10090,Mus musculus,GSM1897894,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT04_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897931
SRR2535595,9220207,461010350,50,298,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897932
SRR2535596,8934720,455670720,51,294,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897933
SRR2535597,9246639,462331950,50,299,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897934
SRR2535598,8875243,452637393,51,292,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897935
SRR2535599,9159866,457993300,50,297,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897936
SRR2535600,8998953,458946603,51,296,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897937
SRR2535601,9113599,455679950,50,295,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897938
SRR2535602,8934514,455660214,51,294,SRX1295270,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094268,SAMN04121969,simple,10090,Mus musculus,GSM1897895,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT06_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897939
SRR2535603,9805301,490265050,50,317,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897856
SRR2535604,9569306,488034606,51,316,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897857
SRR2535605,9821820,491091000,50,317,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897858
SRR2535606,9432848,481075248,51,311,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897859
SRR2535607,9661302,483065100,50,314,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897860
SRR2535608,9562535,487689285,51,316,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897861
SRR2535609,9667961,483398050,50,313,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897862
SRR2535610,9515275,485279025,51,314,SRX1295271,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094267,SAMN04121970,simple,10090,Mus musculus,GSM1897896,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT08_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897863
SRR2535611,9080085,454004250,50,296,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897864
SRR2535612,8745832,446037432,51,290,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897865
SRR2535613,9092361,454618050,50,296,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897866
SRR2535614,8668532,442095132,51,288,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897867
SRR2535615,8999100,449955000,50,294,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897868
SRR2535616,8777479,447651429,51,292,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897869
SRR2535617,8964559,448227950,50,292,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897870
SRR2535618,8735441,445507491,51,290,SRX1295272,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094266,SAMN04121971,simple,10090,Mus musculus,GSM1897897,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT10_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897871
SRR2535619,8886221,444311050,50,285,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897872
SRR2535620,8663849,441856299,51,283,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897873
SRR2535621,8904755,445237750,50,285,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897874
SRR2535622,8539974,435538674,51,279,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897875
SRR2535623,8776095,438804750,50,282,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897876
SRR2535624,8658522,441584622,51,283,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897877
SRR2535625,8768078,438403900,50,281,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897878
SRR2535626,8625032,439876632,51,282,SRX1295273,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094265,SAMN04121972,simple,10090,Mus musculus,GSM1897898,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT12_D_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897879
