Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,condition,timepoint,region,Sex,hemisphere,animalnumber,experiment,block,mousetype,mouseline,libraryprotocol,sampleprocessing,GEO Accession
SRR14058950,24482842,2472767042,101,779,SRX10433722,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567247,SAMN18472734,simple,10090,Mus musculus,GSM5207869,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_6_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-6,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207869
SRR14058951,25092617,2534354317,101,886,SRX10433723,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567248,SAMN18472733,simple,10090,Mus musculus,GSM5207870,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_7_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-1,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207870
SRR14058952,25516545,2577171045,101,814,SRX10433724,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567250,SAMN18472732,simple,10090,Mus musculus,GSM5207871,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_8_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-5,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207871
SRR14058953,18466497,1865116197,101,556,SRX10433725,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567249,SAMN18472759,simple,10090,Mus musculus,GSM5207872,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_9_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-7,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207872
SRR14058954,16562895,1672852395,101,492,SRX10433726,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567251,SAMN18472758,simple,10090,Mus musculus,GSM5207873,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_10_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-10,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207873
SRR14058955,25315982,2556914182,101,760,SRX10433727,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567252,SAMN18472757,simple,10090,Mus musculus,GSM5207874,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_11_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-9,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207874
SRR14058956,18361669,1854528569,101,547,SRX10433728,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567253,SAMN18472756,simple,10090,Mus musculus,GSM5207875,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_12_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-14,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207875
SRR14058957,21712818,2192994618,101,690,SRX10433729,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567254,SAMN18472755,simple,10090,Mus musculus,GSM5207876,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_13_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-12,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207876
SRR14058958,29995398,3029535198,101,883,SRX10433730,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567255,SAMN18472761,simple,10090,Mus musculus,GSM5207877,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_14_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-13,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207877
SRR14058959,20575879,2078163779,101,614,SRX10433731,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567257,SAMN18472760,simple,10090,Mus musculus,GSM5207878,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_15_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-20,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207878
SRR14058960,17816618,1799478418,101,533,SRX10433732,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567256,SAMN18472753,simple,10090,Mus musculus,GSM5207879,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_16_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-18,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207879
SRR14058961,13435230,1356958230,101,402,SRX10433733,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567258,SAMN18472752,simple,10090,Mus musculus,GSM5207880,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_17_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-15,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207880
SRR14058962,25185716,2543757316,101,763,SRX10433734,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567259,SAMN18472751,simple,10090,Mus musculus,GSM5207881,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_18_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-16,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207881
SRR14058963,19439968,1963436768,101,579,SRX10433735,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567260,SAMN18472750,simple,10090,Mus musculus,GSM5207882,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_19_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-21,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207882
SRR14058964,22253468,2247600268,101,696,SRX10433736,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567262,SAMN18472749,simple,10090,Mus musculus,GSM5207883,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_20_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-19,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207883
SRR14058965,25559312,2581490512,101,795,SRX10433737,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567263,SAMN18472748,simple,10090,Mus musculus,GSM5207884,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_21_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-17,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207884
SRR14058966,28126513,3543940638,126,1260,SRX10433738,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567261,SAMN18472754,simple,10090,Mus musculus,GSM5207885,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_1_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,VIAAT-TRAP_1b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207885
SRR14058967,21271653,2680228278,126,958,SRX10433739,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567265,SAMN18472747,simple,10090,Mus musculus,GSM5207886,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_2_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,VIAAT-TRAP_1b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207886
SRR14058968,23398280,2948183280,126,1053,SRX10433740,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567264,SAMN18472746,simple,10090,Mus musculus,GSM5207887,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_3_dHC_45min,hippocampus,Swim,45min,dHC,male,both,VIAAT-TRAP_2b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207887
SRR14058969,25213599,3176913474,126,1136,SRX10433741,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567266,SAMN18472779,simple,10090,Mus musculus,GSM5207888,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_4_vHC_45min,hippocampus,Swim,45min,vHC,male,both,VIAAT-TRAP_2b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207888
SRR14058970,23931122,3015321372,126,1108,SRX10433742,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567267,SAMN18473047,simple,10090,Mus musculus,GSM5207889,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_5_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,VIAAT-TRAP_3b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207889
SRR14058971,22058379,2779355754,126,999,SRX10433743,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567268,SAMN18473046,simple,10090,Mus musculus,GSM5207890,GEO,SRA1209898,03,2021,von,hippocampus,VIAAT-TRAP_6_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,VIAAT-TRAP_3b,VIAAT-TRAP,VIAAT-TRAP2_Block1,VIAAT-bacTRAP,vGAT::bacTRAP (Tg(Slc32a1-RPL10a-eGFP)Uze),illumina Smartseq2,TRAP_PostIP,GSM5207890
